Months since started cubing	Months since started speedcubing	Best 3x3 single	Best 3x3 Ao5	Best 3x3 Ao12	Best 3x3 Ao100	Known algorithm sets
30	12	24	42	46	45	Just whatever I have for beginners method, OLL, PLL
5	6	14.31	18.41	22.25	23.81	OLL, PLL
120	120	26	40	45		Just whatever I have for beginners method
24	24	7.01	10.12	10.97	11.03	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), Magic Wondeful, WV, VLS
60	1	8.71	14.21	15.78		Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - Pi (Bruno), WV
120	60	14.42	16.88	18.44	19.17	Just whatever I have for beginners method, OLL, PLL
18	6	42.58	45.15	48.75		COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
60	24	14.14	19.1	19.8	21	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
60	36	17	23	23	24	OLL
48	48	13.5	15	17	17	OCLL (the corners part of 2-look OLL), PLL
36	36	5.65	8.12	8.83	9.54	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
60	6	21	24.9	26.1	30	OCLL (the corners part of 2-look OLL), PLL
72	12	24.85	31.84	34.26	38.01	Just whatever I have for beginners method
24	18	12.11	15.11	15.67	18.62	PLL, CMLL
72	72	3.85	5.36	5.91	6.38	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
36	24	7.43	10.2	11.29	12.29	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
36	1	22.4	26	29.12		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, CMLL
72	60	16.56				Just whatever I have for beginners method, OLL
3	3					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
24	3	36.78	49	49	49	Just whatever I have for beginners method, Some other methods i learned(forgot names)
36	36	4.74	7.77			OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
72	24	8.42	11.15	13.11	16.67	Just whatever I have for beginners method, OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune)
72	48					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
6	6	24.6	33.8	30.2	35.2	Just whatever I have for beginners method, OLL, PLL
36	36	7.48			12.48	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
60	3	13.92	16.69	17.71	18.73	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
36	36	9.38	12.92	14.07	15.38	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - L (Bowtie)
60	60	19	30			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
120	6	15.06	18.34	19.2	19.8	OLL, PLL
72	36	9.96	12.98	13.8	15.3	PLL
36	24	45	53	55		Just whatever I have for beginners method, OLL, PLL
12	6	36	45			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - S (Sune), COLL - AS (Antisune)
24	24	9.08	14.7	15.87	17.64	OLL, PLL, COLL - H (Doublesune)
18	18	14.23	19.56	22.96	25.37	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
18	12	18.3	21.5	23	30	OLL, PLL
12	12	14.5	17.59	19.97	22.05	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
120	48	12	16	16	17.23	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), WV
12	12	25.99	33.2	37.07	1:17.66	CLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
24	18	16	21	24	27	
72	48	13.44	18.21	18.95	19.98	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
120	60	6.02	7.94	8.75	9.54	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL
72	72	14.32	19.5	21.2	23.4	OLL, PLL
3	3	22	28	30	35	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
24	24	11.11	14.15	15.14	18	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
18	18	19.73	24.02	24.94	26.7	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL)
60	60	29	35	35	33	OLL, PLL, WV, SV, VLS
72	72	24.16	27.9	29.75		OCLL (the corners part of 2-look OLL), PLL
36	24	12.32	14.86	15.46		Just whatever I have for beginners method, OCLL (the corners part of 2-look OLL), OLL, PLL
36	36	17.5	22.38	24.43	27.89	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
24	18	14	21			Just whatever I have for beginners method, OLL, PLL
24	18	12.9	16.22	18.34	19.74	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, PLL
24	24	16.36	21.75	22.41	27.7	OCLL (the corners part of 2-look OLL), PLL
36						COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
72	60	9.88	13.42	14.96	16.66	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
60	60	5.5	8.3	9.1	9.7	OLL, PLL
60	48	12.17	17.72	18.5		OLL, PLL, WV
48	60	6.42	8.54	9.65	10.56	OLL, PLL
12	12	11.76	15.39	16.81	19.09	OLL, PLL
24	12	19				
24	24	12.34	14.72	17.11	18.22	OLL, PLL
36	24	8.8	10.8	11.8	13.45	OCLL (the corners part of 2-look OLL), OLL, PLL, COLL - U (Headlights), COLL - H (Doublesune)
48	36					Just whatever I have for beginners method
12	6	6.77	10.86	11.7	12.17	OLL, PLL
24	12					Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL)
48	24	13.84	14.89	16.91	17.92	OLL, PLL
18	12	11.09	11.24	14.96	16.04	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, COLL - U (Headlights), COLL - H (Doublesune), VHLS (intuitive is fine), WV, OLS, other (any)
18	12	19.62	24.64	26.66	28.62	OLL, PLL
1	1	12.59				Just whatever I have for beginners method
48	36	13.48	17.67	20.17	21.19	PLL
48	48	4.98	7.68	8.21	9	OLL, PLL
3	3	23.14	28.9	30.88	34.24	
72						Just whatever I have for beginners method
12	3					Just whatever I have for beginners method
18	12	41.01				Just whatever I have for beginners method
12	6	25.54	27.52	29.23		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
72	72	9.8	11.55	11.97	14.59	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
36	36	10.27	13.52	14.37	15.88	OLL, PLL
24	3	21	27	29		CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
36	12	13.66	18.74	19.97	22.54	Just whatever I have for beginners method, OCLL (the corners part of 2-look OLL), PLL
24	12	12.95	15.67	17.73	21.32	OLL, PLL
72	72	18	24	25		OLL, PLL
48	6	25.35	36.78	45.67		OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	6	19.23	24.87	26.59		OLL, PLL
60	48	13.24	17.85	18.73		OLL, PLL
48	36	55	57	57		Just whatever I have for beginners method
24	24					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
36	36	12.64	15.13	16.07	17.61	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
120	120	18.73	23.1	24.22	26.11	
72	72	11.88	13.46	15.22	16.7	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
60	6					Just whatever I have for beginners method
60	18	9.22	13.45			OLL, PLL
36	36	11.85	17.82	18.65	21.31	OLL, PLL, VLS
72	24	12.13	16.53	17	19	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	36	9.24	11.74	12.91	13.98	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	24	13.13	16.69	18.54	20.23	OLL, PLL
12	6		20.45	21.85	23.29	OLL, PLL
48	3	9.5	11.26	12.54	14.47	OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL
36	36	11.5	14.4	16.63		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
120	120					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
60	60	9.38	11.5	12.93	14.33	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - H (Doublesune), COLL - Pi (Bruno)
12	6	28.02	35.45	38.22	47.41	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
3	3	48.38				Just whatever I have for beginners method
60	18	27	30			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), f2l
12	12	19.7	22.4	24.6	29.7	OLL, PLL
18	18	16.9	20.56	24.33	22.97	EPLL (PLL for edges, i.e. U/H/Z perms), PLL
24	3	21	29	29		OLL, PLL
18	18	19	24	25	29	OLL, PLL
72	24	16.21	20.01	21.32	21.98	OLL, PLL
24	6	11.52	15.96			PLL
36						Just whatever I have for beginners method
72						Just whatever I have for beginners method
48	12	30.86	38	40		OLL, PLL
120	72	21.25	28.07	30.99	33.16	COLL - U (Headlights), COLL - L (Bowtie), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
48	48	5.85	8.44	9.17	9.95	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
18	18					CMLL
120	72	4.07	6.11			Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, ZBLL - U, WV
36	12	20.41	24.61			PLL, 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, 2GLL - Pi, 2GLL - S, 2GLL - AS
60	12					OLL, PLL
120	18	18.9	26.57	26.93	27.07	PLL
48	24	6.58	10.17	11.11	12.23	OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
60	12					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
48	12	16.58	21.16			PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
5	3	22.1				Just whatever I have for beginners method
18	12	17.82	26.32	27.67	29.63	OLL, PLL
12	6	25.95	32.97	35.55		Just whatever I have for beginners method
8	7	10.97	13.48	15.63	16.89	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
12	12	12.39	23.38	24.95	27.56	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, PLL, CLL, COLL - S (Sune)
24	12					Just whatever I have for beginners method
18	18	8.91	13.4	14.6	16.9	OLL, PLL
24	24	7.11	10.38	11.01	12.59	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), WV
48	48	5.88	9	9.78	10.5	PLL
36	24	9.01	12.66	15.54	17.47	OLL, PLL
48	12	12.15	16.11	17.32	20.3	PLL
120	120	12.56	15.91	17.3	19.55	OLL, PLL
12	12	18.2				EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL)
12	18	36				OLL, PLL
18	18	17.39	22.12	23.47	25.86	OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	72					PLL
48	6	20.08	28.85	29.32		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
48	36					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
18	12	16.85	26.81			OLL, PLL
24	24	11.29	15.66			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
60	60	7.97	10.75	11.01	12.94	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), WV
60						Just whatever I have for beginners method
60	36	9.03	11.21	12.5	14.11	Just whatever I have for beginners method, OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
24	18	14.6	17.75	21.4	23.4	OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
12	3	22.7	29.8	32	36	PLL, 2-look OLL
48	3					COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
180	72	23.24	31.47	32.7	35.8	CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - S (Sune), COLL - AS (Antisune)
18	18					Just whatever I have for beginners method
120	120	8.74	13.45	14.29	14.89	OLL, PLL, COLL - S (Sune), COLL - AS (Antisune), WV
72	60	21	26			Just whatever I have for beginners method, OLL, PLL
12	12	15.46	21.45	22.21	33	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
24		17	23	25	32	Just whatever I have for beginners method, EPLL (PLL for edges, i.e. U/H/Z perms), COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
24	12	26.6				OLL, PLL
24	24					Just whatever I have for beginners method
72	60	18.83	25.98	28.12	20.76	PLL
48	18	17.5	20.68			OLL, PLL
180	180	9.58	11.85	12.89	14.16	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
48	36					OLL, PLL
36						Just whatever I have for beginners method
12	12	17.1	19.96	21.06	24.88	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
5	5	16.8	20.11	21	22.05	OLL, PLL
24	3	10.12	18.65	20.34		OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
	72					Just whatever I have for beginners method
3	3	30.06	35.23	37.93	42.6	PLL
120	72					Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL
18	12	11.16	14.84	16.25	18.13	OLL, PLL
36	18	50	1.2	1.5	1.5	Just whatever I have for beginners method
48	24	22.25	44.3	47.9		Just whatever I have for beginners method
12	12	11.39	14.64	14.75	17.64	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
72	72	9.42			13.85	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), ELL, CMLL
36	6	25.93	29.36	38.48	44.9	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
72	12	25.98	34.02	37.11	42.64	Just whatever I have for beginners method, PLL
48	36	19.01	35	40	40	Just whatever I have for beginners method
3	3	14.73	19.4	21.25	22.83	OLL, PLL
18	18	14.48	18.84	20.5	23.66	OLL, PLL
18	18	11.12	18.95	19.34		PLL
72		20.01	24.22	26.82	30.96	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	72	6.86	8.85	9.69	10.94	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, PLL, ELL, CLL
24	3	40.31				EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
72	48	7.7	10	11.07	11.74	Just whatever I have for beginners method, OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
24	24	6.56	8.34			OLL, PLL
24	18	9.87	13.1	13.45	16.16	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie)
3	1	30.45	59.53	59.59	49.43	Just whatever I have for beginners method, OLL, PLL
72	72					OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), I know all of PLL except edges correct double corner swap and I know half of OLl
48	48					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
3	3					Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
3	6	0:59.5				Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
12	12	30				OLL, PLL
36	6	14.36	17.66	19.31	21.06	EOLL (non-corner-preserving - the edge part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), CMLL
24	24	8.34	10.24	11.3	13.2	OLL, PLL
18	18	11.95	13.95	15.54	17.62	OLL, PLL, COLL - H (Doublesune)
3	180	17.02	19.83	22	24	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
48	48	9.49				Just whatever I have for beginners method, OLL, PLL, COLL - L (Bowtie), COLL - S (Sune), COLL - AS (Antisune)
12	12	19.76	28			COLL - T (Chameleon), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, 2GLL - Pi, 2GLL - S, 2GLL - AS
12	12					CMLL
36	36	10.35	13.39	14.93	15.84	PLL
12	12	21.26	28.9	29.38	32.09	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
12	6	13.34	17.86	18.93	19.91	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
18	18	9.27	10.98	11.99	12.46	OLL, PLL
72	72	9.68	10.9	12.1	14.23	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, CMLL, VHLS (intuitive is fine)
36	24	8.2	11.47	12.45	13.89	OLL, PLL, COLL - S (Sune), COLL - AS (Antisune)
24	1					Just whatever I have for beginners method, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
48	48	9.91				OCLL (the corners part of 2-look OLL), PLL
24	24	12.37	15.74	15.92	17.93	PLL
72	72	9.88	12.87	13.37	14.66	OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
36	36					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL)
3	3	16.41		22.87	24.66	OCLL (the corners part of 2-look OLL), OLL, PLL
24	18	13.28	18.36			PLL
18	18	14.47	23.68	27.39	31.32	CMLL
3	3	44	1:05			COLL - U (Headlights), COLL - S (Sune), COLL - AS (Antisune)
120	72	2:00				Just whatever I have for beginners method
18	18	26.04	34.87	36.55		CMLL
12	12	13.7	17.68	20.11		OLL, PLL, 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, 2GLL - Pi, 2GLL - S, 2GLL - AS
12	12	20.1	28.9	29.4		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
72	24	23.68	32.9	35		OLL, PLL
120	3	24.1	32.52	33.9	37.99	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
3						Just whatever I have for beginners method
12	12	8.25	10.6			OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), WV
48	12	7.54	10.76	11.94	12.9	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - H (Doublesune), COLL - Pi (Bruno), VHLS (intuitive is fine)
24	18	17.24	22.87	23.81	26.25	PLL
60	1	0:47.53	1:01.28	1:05.00		Just whatever I have for beginners method
12	12					Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
120	72	10.5	13	13.5	15.5	OLL, PLL
48	36	12.26	19.85		21.76	OLL, PLL
12	6					OLL, PLL
24	18	1:16	1:57	1:59		Just whatever I have for beginners method
48	36	17.11	24.2	25.73	28.2	Just whatever I have for beginners method, PLL
48	12	14.79	19.21	21.05	23.45	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
48	12	34.71	41.23	38.85	39.76	Just whatever I have for beginners method
48	1	1:07.3	1:35.6	1:45.5		Just whatever I have for beginners method, I use roux so I have 2 look for corners but I still use notes for it but I mainly use beginners because my roux times are kinda bad right now
24	24	18.58	22.89	23.48	27.4	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), 2 non-edge preserving pll algs (i know 4lll)
24	24	12	15	16	18	OLL, PLL
3	24	20.3	28.5	30	33	Just whatever I have for beginners method, PLL
12	6	6.2	15.9	17.4	19.31	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
60						Just whatever I have for beginners method
